frame_idx,scale,timestamp_vlc,g00_gravitational_metric,F_01_Ex,F_02_Ey,F_03_Ez,F_12_Bx,F_23_By,F_31_Bz,K_Scale_Invariant,sha256_hash_frame
14,MICRO (ATOM),1782384000.035,0.5766061225917904,1.1416556847959436,1.855212882823349,-4.219676943989464,1.1465846179515056,1.8472377014493733,0.3722880583135838,1.8162141139938286,f26c046bfd76923017a250a7c47b2b0c91048ad8a1e53fc7d0bbfa9a4e0085e4
15,MICRO (ATOM),1782384000.0375,0.5766061225917904,-1.5957940751058812,0.43257907530005263,-3.8488787492687373,0.2673485713574327,-2.5820490525670183,1.7692948548579126,1.8162141139938286,37eb866ab8157cfc1373f5b18b89729083789cfd060cb958819b05efd3718805
16,MICRO (ATOM),1782384000.04,0.5766061225917904,0.7056252296916932,-2.3559636264651904,-3.029983976243009,-1.4560655974139491,1.141725604960611,2.960315694940282,1.8162141139938286,ce89ade4f82934f7a9bb3ab2cd007b312eee1af321da1830a751458fc06b6089
17,MICRO (ATOM),1782384000.0425,0.5766061225917904,0.7789668666805639,2.2946692020865074,-1.8583305063288915,1.4181835598270627,1.2603948663991604,3.8066888025220247,1.8162141139938286,d584026969ebf3795ac83ed7e4ce8d97884e7169a0689ea7047a6f06a41fbf8c
18,MICRO (ATOM),1782384000.045,0.5766061225917904,-1.6073522433991105,-0.30033062114675485,-0.4703253154353204,-0.18561453173106243,-2.6007505617131548,4.209877196268298,1.8162141139938286,38c9077cebffd3bc6fe7afc8736f8c0298d378f142698abbaf4337411c5a8e04
19,MICRO (ATOM),1782384000.0475,0.5766061225917904,1.0816937087718617,-1.9470084148111755,0.9724363846303851,-1.2033173767353607,1.7502171862098026,4.122940623856491,1.8162141139938286,796d91c98f0344c7805b8557c1983f27cd6a46c39a4f80245470d5ccfddad007
20,MICRO (ATOM),1782384000.05,0.5766061225917904,0.35519059252758234,2.554174986867238,2.3019844853706974,1.5785669550987693,0.5747104511938427,3.556000469503873,1.8162141139938286,28f4b5c2f9f05a316d01b6fe1006c12a9a18a039ed86343a30344ff5baf95616
21,MICRO (ATOM),1782384000.0525,0.5766061225917904,-1.4928600445901055,-1.009688053176671,3.3635295030307746,-0.6240215348978939,-2.4154982925934743,2.575061395819663,1.8162141139938286,41acdf43d2ec73b075ee072585e8949ac72f341f7400ea4f890940b8d151900d
22,MICRO (ATOM),1782384000.055,0.5766061225917904,1.3729345530614363,-1.3853666178452442,4.033483577062828,-0.8562036567078476,2.22145477118255,1.2943269075328738,1.8162141139938286,054b3e08943ba691b5b5eac56b31c7c0f6978f5363797f8f6fd22f8c1e7a6ae7
23,MICRO (ATOM),1782384000.0575,0.5766061225917904,-0.09644012657561467,2.6133795022403734,4.233848893622429,1.6151573578868328,-0.15604340267868652,-0.1370965206388875,1.8162141139938286,ed7c8f0722063e9bae160718c537566f02196b5f4ca05b4665fab8268ef187cf
24,MICRO (ATOM),1782384000.06,0.5766061225917904,-1.261296085421406,-1.639864614750642,3.9412983960236656,-1.0134920688641489,-2.0408199360890253,-1.5525588116076112,1.8162141139938286,e09d7070b948d09971b4579141416367019011d28b375eefbf2365d06259aaab
25,MICRO (ATOM),1782384000.0625,0.5766061225917904,1.5565083286475438,-0.7150828157010685,3.1898915819788733,-0.4419454848742373,2.518483379524018,-2.7872681258213174,1.8162141139938286,8e09410d9ab53bc55c24c8530a95fca087215d66254823df991d608dc14fc689
26,MICRO (ATOM),1782384000.065,0.5766061225917904,-0.5405079027033686,2.46763986365617,2.0671092073710504,1.5250853077336692,-0.8745601577619715,-3.6974763602761533,1.8162141139938286,5434acaa9087ce78aa64cd0037a563460d3cd28fce56c8e1602f6fa049572745
27,MICRO (ATOM),1782384000.0675,0.5766061225917904,-0.9308198714902691,-2.1414411525674986,0.7036685467672743,-1.3234834171944634,-1.5060981894750647,-4.177214680416796,1.8162141139938286,684a5c8ad57dc526afa1237b5317086e83b0b43939ac635e618ee72d1d9ad01e
28,MICRO (ATOM),1782384000.07,0.5766061225917904,1.618018973996051,0.011278583496104751,-0.7416950551939119,0.006970547945546354,2.618009694367843,-4.170630690327311,1.8162141139938286,0d52b38236b2b82a44fab06911cfaa1818b8a55a1c19d516e02fea41c4b9e47f
29,MICRO (ATOM),1782384000.0725,0.5766061225917904,-0.9421884424072765,2.1283851371580353,-2.1007085697583125,1.3154143559137725,-1.5244929236222962,-3.6784909154357233,1.8162141139938286,3c838d109eddd39629d22cb12f5f382f1408aa053e37b024655c402e9acd0510
30,MICRO (ATOM),1782384000.075,0.5766061225917904,-0.5273477184367839,-2.4750834715361743,-3.215152072263209,-1.5296857104024386,-0.8532665323204258,-2.7580915616093593,1.8162141139938286,59f652cf6850089316392c1976edbed9d3cbc7db995999f5d0eb7eceb73d22bb
31,MICRO (ATOM),1782384000.0775,0.5766061225917904,1.5526427552560198,0.7367555035158866,-3.955279121545181,0.45533994257136057,2.5122287503905247,-1.5165879403014988,1.8162141139938286,a51dd412786bc216220b930a86d945b5796d21d9440f1cc940ec674603eda517
32,MICRO (ATOM),1782384000.08,0.5766061225917904,-1.2699815068967684,1.6222200591949856,-4.234922181576435,1.0025871338143675,-2.0548732432427803,-0.09851916560270906,1.8162141139938286,a79e83ba69fce3077dba72dde1587ba9db2c97c383994b286a3b4547a25ed28c
33,MICRO (ATOM),1782384000.0825,0.5766061225917904,-0.08252036538126885,-2.614626966505924,-4.021524472445274,-1.615928333202694,-0.13352075595095317,1.3310194692501383,1.8162141139938286,862890e0db87abbaabd043011ca742b4bcb0a77e2aa0c8683c62394878f7841f
34,MICRO (ATOM),1782384000.085,0.5766061225917904,1.3655065488826823,1.404455229977624,-3.339930316228088,0.868001067803722,2.2094360079527497,2.605597319759848,1.8162141139938286,9dec52717ca76c73374014667b55cd098be5bcee21d84331397f829bebb7d60d
35,MICRO (ATOM),1782384000.0875,0.5766061225917904,-1.498181196122809,0.9888386633266233,-2.269492695725708,0.6111359033258673,-2.4241080966326773,3.576824683157789,1.8162141139938286,fac1554710d1da43ec60810ab060ffe3c8c57c92b7338b4c618d21f0b9d9d507
36,MICRO (ATOM),1782384000.09,0.5766061225917904,0.3687783273525723,-2.5491284799704115,-0.9348347716778102,-1.57544804231207,0.5966958679707971,4.131628717547265,1.8162141139938286,585e1e6b70d45ee84d76114e37c73536bb84ba327bc897a9d626ba11c82acaf6
37,MICRO (ATOM),1782384000.0925,0.5766061225917904,1.0712857862311267,1.9620160008717158,0.508659073104195,1.2125925750098636,1.7333768137866172,4.205417679297496,1.8162141139938286,017cefa66968b97355aaedb27cda533e6919143c2bca8bb4819e84c1dfa93fac
38,MICRO (ATOM),1782384000.095,0.5766061225917904,-1.608891834313248,0.2779114295566447,1.8929334919101632,0.17175870932807855,-2.6032416721409994,3.7896008635744156,1.8162141139938286,fa8b97726b452354f845c0b7c3232507dd9cf9b1f4ade53abf6179b3a14a0f0d
39,MICRO (ATOM),1782384000.0975,0.5766061225917904,0.7911570097196495,-2.2837244767626124,3.0568276192236783,-1.411419347579364,1.2801189321641238,2.9325887567728373,1.8162141139938286,9be8d56abd50ce494b3e766a586cac472975281c13d4a4c1814d1095c1aa803f
40,MICRO (ATOM),1782384000.1,0.5766061225917904,0.6930535897570215,2.3657132747097047,3.864837842191704,1.4620912114074147,1.1213842642519867,1.7341569604744933,1.8162141139938286,b6fac8914b29f638c531fe504cbe980d250f39fadaa5cbaf0a92cda741132a02
41,MICRO (ATOM),1782384000.1025,0.5766061225917904,-1.5934313689538215,-0.4548099304611895,4.222893487318284,-0.2810879954459913,-2.578226113707557,0.33383005371592694,1.8162141139938286,28aa0c7d6152f015368b4f2883100d5b5c18952f3a2af39ce93314a8ae3cd202
42,MICRO (ATOM),1782384000.105,0.5766061225917904,1.1514922713491318,-1.839228236717248,4.089308775477729,-1.1367055633597967,1.863153632825712,-1.1053622251551725,1.8162141139938286,d3d3ca1c0e9f3c261e9860c1e6be2b53f7dfe15ab6ddbf2df76fb456488d0f4c
43,MICRO (ATOM),1782384000.1075,0.5766061225917904,0.26047135285515055,2.5838886581466185,3.4796359898644993,1.5969310138799682,0.4214515020153005,-2.4158653290361327,1.8162141139938286,ce57b0f8ce659de4c606e55c94fd36f3874e732df21dd23d31b5a5e04ef9cafa
44,MICRO (ATOM),1782384000.11,0.5766061225917904,-1.4530122270916754,-1.1518645852301157,2.4648548383143236,-0.7118914641095117,-2.3510231695035118,-3.445107042754641,1.8162141139938286,f36dd7f8e38717e68219d171c4f526c7d7e6409883814731d78f1a9158255d7b
45,MICRO (ATOM),1782384000.1125,0.5766061225917904,1.4215262165652853,-1.2504976539039792,1.1631088091939468,-0.7728500529646618,2.3000777343016754,-4.073260341295974,1.8162141139938286,e572c86c9f5c50c9294276c19c2809a1004dd280151ad1286d1674623235e544
46,MICRO (ATOM),1782384000.115,0.5766061225917904,-0.1925373399040739,2.599432592722054,-0.2740494039800698,1.6065376937664917,-0.311531960068283,-4.227193966945133,1.8162141139938286,0f380b36ad7944e4d9fb99a75d58b5b59952c7accaaec7ecd1ccfb3963950c87
47,MICRO (ATOM),1782384000.1175,0.5766061225917904,-1.1986462354452527,-1.7585887263133289,-1.6793020653792208,-1.0868676050940238,-1.9394503494375277,-3.8889865624880016,1.8162141139938286,1e2beee59d4362e3c316b5d24b6221562e77276d639e376bf74abe62937871ec
48,MICRO (ATOM),1782384000.12,0.5766061225917904,1.580082480284147,-0.5637016414488297,-2.889045967356312,-0.3483867739294833,2.5566271581279856,-3.098013122712909,1.8162141139938286,e3fcb53eed81b97f62739a697f02a60cd1a2c04c5ac9420b341ed884f60d1d09
49,MICRO (ATOM),1782384000.1225,0.5766061225917904,-0.6304470383541585,2.411126105639322,-3.7624395458045936,1.4901578844472707,-1.020084736163737,-1.9463608540465676,1.8162141139938286,39df40f0e635c171e63787f473da9badc49e1f36ce1b8deb26cf37d7dc966ad1
50,MICRO (ATOM),1782384000.125,0.5766061225917904,-0.8502810605930445,-2.2274023655484454,-4.197800025165386,-1.376610368530857,-1.3757836560298549,-0.5681081399880146,1.8162141139938286,fa2f157f068dabb6d52d4788a2ca6509ca71f60c8c8dfa7aadbda236284e8614
51,MICRO (ATOM),1782384000.1275,0.5766061225917904,1.6147269023332658,0.16730048645667747,-4.144441594365006,0.10339738696461814,2.612683010524056,0.8762852166369158,1.8162141139938286,a9c85220ffc09bc650bce44b351b88bb89270a1109f4ce0398c288f2d39095e9
52,MICRO (ATOM),1782384000.13,0.5766061225917904,-1.0189163724103514,2.0337364029803067,-3.6085763821357437,1.2569182211997825,-1.648641322253694,2.218659145585744,1.8162141139938286,750aa8fe0a53a515bbf84efe88a507f350b9a9860b878786588177878f39394e
53,MICRO (ATOM),1782384000.1325,0.5766061225917904,-0.4352358905698734,-2.521540611126251,-2.6525912246641954,-1.5583978016892042,-0.704226464065885,3.302730946479544,1.8162141139938286,0134e388ae63af452c2560144f2cc94f17d5725e6ad3c71005467ea4a70d629c
54,MICRO (ATOM),1782384000.135,0.5766061225917904,1.5227426282488006,0.8851827224275726,-1.3877844261784897,0.5470730087144037,2.4638493286249052,4.002290131469182,1.8162141139938286,a677695494f582caa52cacaf9481a68a0ef1ea73a8b5aa516480cbadf1f99d00
55,MICRO (ATOM),1782384000.1375,0.5766061225917904,-1.327481140857919,1.4968588088292234,0.03859188210677612,0.9251096202161412,-2.1479096053325994,4.235892181894461,1.8162141139938286,b95352239089e82ed38ab6572a9a81d5371b10d8e26ca39a5bc447fc3df70f98
56,MICRO (ATOM),1782384000.14,0.5766061225917904,0.013940966522906023,-2.6179368116725725,1.4604752220626473,-1.6179739300131823,0.022556957670086385,3.9763405331711996,1.8162141139938286,8750dacbd483ac3e280c9ebb0694ce4a4feb02cd6fb2da65293ef952c5f758fb
57,MICRO (ATOM),1782384000.1425,0.5766061225917904,1.3113431680523944,1.5336479357309158,2.712326198741361,0.9478465510578202,2.1217978168237392,3.2538528703093506,1.8162141139938286,a97ac2d0a45f1b3cbd1c58694b1423d755662ec609e456cfa3b0bc2f20ae2a66
58,MICRO (ATOM),1782384000.145,0.5766061225917904,-1.5319433482063172,0.8425958667381956,3.648401031748697,0.520752884424382,-2.4787364062371364,2.1525431056158215,1.8162141139938286,c89c621cc6c81f3ce73f39952bb3dfddfc81f7db94ef33c622b793c983fe881d
59,MICRO (ATOM),1782384000.1475,0.5766061225917904,0.462024557372945,-2.509031468940531,4.159719429152242,-1.5506667266483245,0.7475714374665509,0.8006286159840318,1.8162141139938286,32f7c71021a3db51476d7b49479bae49a20d1bb9d5d5b1da897fefa228c1b555
60,MICRO (ATOM),1782384000.15,0.5766061225917904,0.9971067046982381,2.0618427564689323,4.186752359452872,1.2742889029555722,1.6133525386121539,-0.64449716106044,1.8162141139938286,bc46281189be887b05a360b593d0b958b249ed9c4fd4230f666c0fa12f9efaf0
61,MICRO (ATOM),1782384000.1525,0.5766061225917904,-1.6162688386562596,0.12225561100478653,3.726352577866236,0.07555812291634376,-2.6151779159031476,-2.014588884966066,1.8162141139938286,1b591ee52128fb723c00425ae3842b5738c7e6849ba71890249fa7cb4fa38edb
62,MICRO (ATOM),1782384000.155,0.5766061225917904,0.8738756638336546,-2.203365062148115,2.832121036831036,-1.3617544980315595,1.4139605260242303,-3.1501368768258717,1.8162141139938286,8435b097bec63f40a831917a0574ab323addce26223bc39512e63b72a6e6771b
63,MICRO (ATOM),1782384000.1575,0.5766061225917904,0.6046760143577607,2.4283455539262233,1.6081665222699772,1.5008000887560968,0.9783863434126763,-3.91893765536647,1.8162141139938286,b91c40596207d07cf522c959c174b40ff6803b349f0ba97e2e0662017a103870
64,MICRO (ATOM),1782384000.16,0.5766061225917904,-1.5738447125954604,-0.6076720669696786,0.19698503514930213,-0.3755619914011637,-2.5465342379937645,-4.231485413649253,1.8162141139938286,859973030742c88f43d24fcfc3bf85272a17d38534f3eaef77dc73b09f8e4f40
65,MICRO (ATOM),1782384000.1625,0.5766061225917904,1.2171964598535063,-1.7249082940116927,-1.2371299674125846,-1.0660519531758228,1.96946524302902,-4.051392520322969,1.8162141139938286,fb66eff58b2ffd18c4875d9aea1f6427bf905dd75b20dc56c338301c3a8ee3a7
66,MICRO (ATOM),1782384000.165,0.5766061225917904,0.16482595225191277,2.6044147673445788,-2.527215048163526,1.6096168470210994,0.26669399297166213,-3.399625863287751,1.8162141139938286,e181497ab11472b421580ab52f89f6685dec8066a16c0b225e4b5d24c1250b7c
67,MICRO (ATOM),1782384000.1675,0.5766061225917904,-1.4079979176085928,-1.289945419370042,-3.5230751118394417,-0.7972301128029229,-2.2781884867797775,-2.3520658295074703,1.8162141139938286,1cd8b13d59487feb2cb1e147060e67b765bd746f5e2cc81d3338f3d8e40fc6cd
68,MICRO (ATOM),1782384000.17,0.5766061225917904,1.4650633432476718,-1.1111822813330923,-4.108769512846657,-0.6867484175604989,2.370522285046287,-1.0306721109552754,1.8162141139938286,5a8e8a9e36088ba5e32e5af49f5dc67c603c2cb6c1995279a19a6f63921fde0d
69,MICRO (ATOM),1782384000.1725,0.5766061225917904,-0.28794994603875035,2.5762428513786046,-4.216110169896363,1.5922056454259217,-0.4659127997493962,0.41071516321609186,1.8162141139938286,7ddfbe6c70a8f782ccffdb97c888655586269adec1fb8900d48c3feecfb6f8f4
70,MICRO (ATOM),1782384000.175,0.5766061225917904,-1.1317343455136377,-1.871059804082047,-3.83260020161866,-1.1563785539064242,-1.831184637276683,1.8042858987842705,1.8162141139938286,6ae7b24a0b6992e3a52cbe6b10096d25fdbea903f6d8c7560feb05bdda7e4d4a
71,MICRO (ATOM),1782384000.1775,0.5766061225917904,1.5980383148018908,-0.410316106904037,-3.002888846331421,-0.2535893001982303,2.5856803086740636,2.9877969286043364,1.8162141139938286,ec6811553df598cfdafb1cf811635ddbe075946cfdf7ec44cd83715df9f39455
72,MICRO (ATOM),1782384000.18,0.5766061225917904,-0.7181444863511278,2.346039079299973,-1.8235732803822657,1.4499318899428932,-1.1619821877494596,3.8234607884840432,1.8162141139938286,8be95cf7909dee8a279d6d4ece8205c82b50aba5672c7151ac6dc5ed2d7e5191
73,MICRO (ATOM),1782384000.1825,0.5766061225917904,-0.7667188957264348,-2.3054435787844123,-0.43195252103570764,-1.4248424908339627,-1.240577233102158,4.213987295848204,1.8162141139938286,28286a1128ffe17bb9dd0acf71f6ad3d08b3d7d15ec1ada22cdbe05573475a77
74,MICRO (ATOM),1782384000.185,0.5766061225917904,1.6056933279888772,0.32272751718820847,1.0099572859215598,0.19945657472717873,2.598066380194936,4.113910328460395,1.8162141139938286,a2a1013d4d3b20cc08f2eda55eba7e228ee8f350da79154884df7cf67ee10b9a
75,MICRO (ATOM),1782384000.1875,0.5766061225917904,-1.0920213299615273,1.931856289307663,2.334285211624624,1.1939528481723858,-1.766927628317615,3.534881109852175,1.8162141139938286,9aac27d5b4589c52421eec613e559a76a74fd6d5883a742b4861d7c7183fe1c9
76,MICRO (ATOM),1782384000.19,0.5766061225917904,-0.3415764895317576,-2.5590318802898,3.3868495188151377,-1.5815686803136486,-0.5526823698202565,2.544311743261983,1.8162141139938286,142a204e969e3d84b302a7fac19bfa12fbc74e734abf6d72abe9261a484ddaf0
77,MICRO (ATOM),1782384000.1925,0.5766061225917904,1.4874280680821304,1.0304624871367207,4.045107904858609,0.6368608411822447,2.4067091699774794,1.2575269174254498,1.8162141139938286,6e24e1b3db6b6335f71155f072157347b8d944c5f6c37e3a5f22ebe255d14ead
78,MICRO (ATOM),1782384000.195,0.5766061225917904,-1.380260635135463,1.3661751606928196,4.232424198640464,0.8443426838940119,-2.2333086209826964,-0.17566249674242526,1.8162141139938286,d40940b53a42e338ddf3274667db2c9ed231c8df0673c9b7f9175a6ea5ce665e
79,MICRO (ATOM),1782384000.1975,0.5766061225917904,0.11035272837502709,-2.6119380293538086,3.926990544997652,-1.6142664786490744,0.1785544652620788,-1.5884008214232965,1.8162141139938286,7bc24198dc1c346df2b0b2ae8a51fefdcabd812f52b32e14c6a0050d57dfec54
80,MICRO (ATOM),1782384000.2,0.5766061225917904,1.2525170295105974,1.6573874321997075,3.1643663325241325,1.0243217656263313,2.0266151252362015,-2.8162133483787994,1.8162141139938286,b0e59fffe4e05115fd2b92fd353149c057e9f9c2f0c1b6db22fe942b68d4640b
81,MICRO (ATOM),1782384000.2025,0.5766061225917904,-1.560258352026452,0.6933570425112513,2.0333382761058743,0.4285182186110591,-2.5245510448096975,-3.716154916701126,1.8162141139938286,d12ced5a408fcc700d6d9ee89224ee815f143c134d2760490fd94a10c6a40624
82,MICRO (ATOM),1782384000.205,0.5766061225917904,0.5536279614571483,-2.4600130663822037,0.6655836342551568,-1.5203716877930533,0.8957888587599827,-4.183451964085504,1.8162141139938286,a43ae25893fe1b2c71beff262d3ec9080dc0bab687375e38f27bc084a74d4f19
83,MICRO (ATOM),1782384000.2075,0.5766061225917904,0.9193821995952074,2.154338194492746,-0.779660003356697,1.3314542274585985,1.4875916475966855,-4.163700540284447,1.8162141139938286,5c0c8b8b8ce5477d12bae3992d4a3f6ccebe29980b457548497804f1e1a09ebb
84,MICRO (ATOM),1782384000.21,0.5766061225917904,-1.617898857637272,-0.03383491320366944,-2.1341335745402876,-0.020911126366270308,-2.6178153420167334,-3.659200157960624,1.8162141139938286,1ad4a26c67a6aae218425e437ae69a845e93f29d2f5f84e6afa10346f0bb02f7
85,MICRO (ATOM),1782384000.2125,0.5766061225917904,0.9534870683811982,-2.115171117499675,-3.2401457067709485,-1.3072476426368966,1.542774484474274,-2.7286860773810075,1.8162141139938286,48b00068afb0b5f32fb25c717b1bc490d25f8339c3ef423cfeac8daa4783d5a8
86,MICRO (ATOM),1782384000.215,0.5766061225917904,0.5141483856257336,2.48234333743351,-3.9689315611698714,1.5341725542807585,0.8319095632033249,-1.480491193066966,1.8162141139938286,41e4044ba04910ac7c40362597b69f0badd3b716feac1e6feca9e29e0e6583fc
87,MICRO (ATOM),1782384000.2175,0.5766061225917904,-1.5486619188192259,-0.7583734970472533,-4.235643973420191,-0.4687005973423206,-2.505787621732138,-0.05993363353221464,1.8162141139938286,beaa0e952f13aa14b642e5611e9c9b311e4fd739de9ec3fbe1457fdd608dccf6
88,MICRO (ATOM),1782384000.22,0.5766061225917904,1.2785726491598488,-1.6044550754059268,-4.009231583604799,-0.9916077700231383,2.06877400342663,1.367601557115566,1.8162141139938286,b5c633f628a67ce10343c5f0b8256f30ffb1519572766692bcf630f7d10180b9
89,MICRO (ATOM),1782384000.2225,0.5766061225917904,0.06859447814879516,2.6156803295428586,-3.316053917126404,1.6165793473620123,0.11098819708531253,2.6359169806179015,1.8162141139938286,06d2d328fa1468fbe1921a2a5b012f0091529e3ef4c378a89693af66e835cade
90,MICRO (ATOM),1782384000.225,0.5766061225917904,-1.3579771740295061,-1.423439580014934,-2.2368125394899545,-0.8797340413811048,-2.197253223526272,3.5973520224158855,1.8162141139938286,b05c4f158a1d27211eb104690ad00ebd6b02bfd3a65208a76568f12cb9014344
91,MICRO (ATOM),1782384000.2275,0.5766061225917904,1.503391127655656,-0.9679158653759145,-0.8971555679754819,-0.5982049030525827,2.4325379429318836,4.13997388842608,1.8162141139938286,66d9bac8895b1bb8d6aec6aeb0827c0deeb7111dfb872e7e23422d1e52cc94ed
92,MICRO (ATOM),1782384000.23,0.5766061225917904,-0.3823386852984563,2.543892734235221,0.5469506123616109,1.57221217349127,-0.6186369880268521,4.200609115073243,1.8162141139938286,a81e94dc8ca22e68e3c6b458bd51470b874ec91282200aeac0ad11fd70a947e9
93,MICRO (ATOM),1782384000.2325,0.5766061225917904,-1.0607983349889667,-1.9768779333758757,1.9273793650983009,-1.2217777544359414,-1.7164077612214448,3.772198389930258,1.8162141139938286,bba83be0becf3c21f8e9758856c68fdcca97782a4bc140cce281e04f8444056e
94,MICRO (ATOM),1782384000.235,0.5766061225917904,1.6103119864371684,-0.2554716067442571,3.083417547266431,-0.15789013612849775,2.605539526546698,2.9046184154220023,1.8162141139938286,097ea8d04eda7c75e0288535c0fc879235f065e613edf8988e60b427faa952a1
95,MICRO (ATOM),1782384000.2375,0.5766061225917904,-0.8032884198879898,2.272610215312761,3.8804761557922354,1.404550356243503,-1.2997479661479645,1.6988751320585853,1.8162141139938286,e093f3b82f4691c78d96e72cf275d35291406374d7a9d02a3b01bb9ae6179262
96,MICRO (ATOM),1782384000.24,0.5766061225917904,-0.6804304998240429,-2.3752873002519093,4.225759532911608,-1.4680082846016564,-1.1009596756973807,0.2953443414149478,1.8162141139938286,b55e84b727b541ea4eb273e94de32a11421138deae51341641d375faefa36551
97,MICRO (ATOM),1782384000.2425,0.5766061225917904,1.5909503717451974,0.4770070220423383,4.079068880504335,0.29480655249453536,2.5742117758980094,-1.1425712135793882,1.8162141139938286,99fccb4e13cdbe3eb583160da48ddb5e34488caf7eeb74925ddd7fcd27c037b3
98,MICRO (ATOM),1782384000.245,0.5766061225917904,-1.161243374937653,1.8231070524108355,3.4574823098060974,1.1267421235195323,-1.8789312498597601,-2.447465625371897,1.8162141139938286,0c5b3d7ee03179fb1abb4e47498185ebd64aef16f085da13b979298685ab4a0c
99,MICRO (ATOM),1782384000.2475,0.5766061225917904,-0.24670254111246318,-2.5874239708976488,2.4333665628205443,-1.5991159573209657,-0.3991730966309337,-3.4674196574608747,1.8162141139938286,621fd9ca60875f2fddb0e10bdc00163c76314565baf8fc0548bcc4b5f32f0cf3
100,MICRO (ATOM),1782384000.25,0.5766061225917904,1.4468246431363787,1.1720782247434296,1.1259518860440512,0.7243841803650775,2.341011448355598,-4.083687581134606,1.8162141139938286,92477046fe96154fcb2fdb1c67bc0d162b6d45a012ce4abb5eaf117317e03e80
101,MICRO (ATOM),1782384000.2525,0.5766061225917904,-1.428132321085478,1.2306337881094287,-0.312549068149336,0.7605735087556631,-2.3107666359485814,-4.224521865252699,1.8162141139938286,a12ed2765723a8372b60e84d2e9535316ef243c80fa1da8005ca7e53eff82166
